description,duration,event,film_date,main_speaker,name,related_talks,tags,title,url,views
Sir Ken Robinson makes an entertaining and profoundly moving case for creating an education system that nurtures (rather than undermines) creativity.,1164,TED2006,1140825600,Ken Robinson,Ken Robinson: Do schools kill creativity?,"[{'id': 865, 'hero': 'https://pe.tedcdn.com/images/ted/172559_800x600.jpg', 'speaker': 'Ken Robinson', 'title': 'Bring on the learning revolution!', 'duration': 1008, 'slug': 'sir_ken_robinson_bring_on_the_revolution', 'viewed_count': 7266103}, {'id': 1738, 'hero': 'https://pe.tedcdn.com/images/ted/de98b161ad1434910ff4b56c89de71af04b8b873_1600x1200.jpg', 'speaker': 'Ken Robinson', 'title': ""How to escape education's death valley"", 'duration': 1151, 'slug': 'ken_robinson_how_to_escape_education_s_death_valley', 'viewed_count': 6657572}, {'id': 2276, 'hero': 'https://pe.tedcdn.com/images/ted/3821f3728e0b755c7b9aea2e69cc093eca41abe1_2880x1620.jpg', 'speaker': 'Linda Cliatt-Wayman', 'title': 'How to fix a broken school? Lead fearlessly, love hard', 'duration': 1027, 'slug': 'linda_cliatt_wayman_how_to_fix_a_broken_school_lead_fearlessly_love_hard', 'viewed_count': 1617101}, {'id': 892, 'hero': 'https://pe.tedcdn.com/images/ted/e79958940573cc610ccb583619a54866c41ef303_2880x1620.jpg', 'speaker': 'Charles Leadbeater', 'title': 'Education innovation in the slums', 'duration': 1138, 'slug': 'charles_leadbeater_on_education', 'viewed_count': 772296}, {'id': 1232, 'hero': 'https://pe.tedcdn.com/images/ted/0e3e4e92d5ee8ae0e43962d447d3f790b31099b8_800x600.jpg', 'speaker': 'Geoff Mulgan', 'title': 'A short intro to the Studio School', 'duration': 376, 'slug': 'geoff_mulgan_a_short_intro_to_the_studio_school', 'viewed_count': 667971}, {'id': 2616, 'hero': 'https://pe.tedcdn.com/images/ted/71cde5a6fa6c717488fb55eff9eef939a9241761_2880x1620.jpg', 'speaker': 'Kandice Sumner', 'title': ""How America's public schools keep kids in poverty"", 'duration': 830, 'slug': 'kandice_sumner_how_america_s_public_schools_keep_kids_in_poverty', 'viewed_count': 1181333}]","['children', 'creativity', 'culture', 'dance', 'education', 'parenting', 'teaching']",Do schools kill creativity?,"https://www.ted.com/talks/ken_robinson_says_schools_kill_creativity
"Plenty of robots can fly -- but none can fly like a real bird. That is, until Markus Fischer and his team at Festo built SmartBird, a large, lightweight robot, modeled on a seagull, that flies by flapping its wings. A soaring demo fresh from TEDGlobal 2011.",379,TEDGlobal 2011,1310688000,Markus Fischer,Markus Fischer: A robot that flies like a bird,"[{'id': 195, 'hero': 'https://pe.tedcdn.com/images/ted/197_480x360.jpg', 'speaker': 'Robert Full', 'title': 'The sticky wonder of gecko feet', 'duration': 1164, 'slug': 'robert_full_on_animal_movement', 'viewed_count': 707535}, {'id': 18, 'hero': 'https://pe.tedcdn.com/images/ted/12_480x360.jpg', 'speaker': 'Janine Benyus', 'title': ""Biomimicry's surprising lessons from nature's engineers"", 'duration': 1399, 'slug': 'janine_benyus_shares_nature_s_designs', 'viewed_count': 1920461}, {'id': 162, 'hero': 'https://pe.tedcdn.com/images/ted/46a98f6d94683e2bd773aaaa528f8a6c49dea91f_1600x1200.jpg', 'speaker': 'Theo Jansen', 'title': 'My creations, a new form of life', 'duration': 493, 'slug': 'theo_jansen_creates_new_creatures', 'viewed_count': 3982422}, {'id': 1402, 'hero': 'https://pe.tedcdn.com/images/ted/2335b2e44dc456891306c79c91e11ecc627ea85b_800x600.jpg', 'speaker': 'Regina Dugan', 'title': 'From mach-20 glider to hummingbird drone', 'duration': 1501, 'slug': 'regina_dugan_from_mach_20_glider_to_humming_bird_drone', 'viewed_count': 1618431}, {'id': 1260, 'hero': 'https://pe.tedcdn.com/images/ted/f9875448d96cf52c35156d85e983ff7f4df3ebdc_800x600.jpg', 'speaker': 'Anna Mracek Dietrich', 'title': 'A plane you can drive', 'duration': 578, 'slug': 'anna_mracek_dietrich_a_plane_you_can_drive', 'viewed_count': 924764}, {'id': 492, 'hero': 'https://pe.tedcdn.com/images/ted/79015_800x600.jpg', 'speaker': 'Saul Griffith', 'title': 'High-altitude wind energy from kites!', 'duration': 325, 'slug': 'saul_griffith_on_kites_as_the_future_of_renewable_energy', 'viewed_count': 630434}]","['animals', 'biomechanics', 'biomimicry', 'design', 'robots', 'technology']",A robot that flies like a bird,"https://www.ted.com/talks/a_robot_that_flies_like_a_bird
",6264902
"Terry Moore found out he'd been tying his shoes the wrong way his whole life. In the spirit of TED, he takes the stage to share a better way.",179,TED2005,1107302400,Terry Moore,Terry Moore: How to tie your shoes,"[{'id': 245, 'hero': 'https://pe.tedcdn.com/images/ted/5a2028327d0f131b820d1e8b042bb482ddc66db1_1600x1200.jpg', 'speaker': 'Johnny Lee', 'title': 'Free or cheap Wii Remote hacks', 'duration': 340, 'slug': 'johnny_lee_demos_wii_remote_hacks', 'viewed_count': 5483952}, {'id': 235, 'hero': 'https://pe.tedcdn.com/images/ted/36652_480x360.jpg', 'speaker': 'Siegfried Woldhek', 'title': 'The search for the true face of Leonardo', 'duration': 264, 'slug': 'siegfried_woldhek_shows_how_he_found_the_true_face_of_leonardo', 'viewed_count': 1224131}, {'id': 1431, 'hero': 'https://pe.tedcdn.com/images/ted/54bf0ee0d362c9233990049ff66cc50ba3b97b61_1600x1200.jpg', 'speaker': 'Joe Smith', 'title': 'How to use a paper towel', 'duration': 271, 'slug': 'joe_smith_how_to_use_a_paper_towel', 'viewed_count': 3270347}, {'id': 1096, 'hero': 'https://pe.tedcdn.com/images/ted/f4fe699b25bc6c68c8590abedba172cfc4c2b9aa_800x600.jpg', 'speaker': 'Mark Bezos', 'title': 'A life lesson from a volunteer firefighter', 'duration': 247, 'slug': 'mark_bezos_a_life_lesson_from_a_volunteer_firefighter', 'viewed_count': 2178955}, {'id': 1566, 'hero': 'https://pe.tedcdn.com/images/ted/660a5714e73f0e3ffac3f823afb01432f001b18c_1600x1200.jpg', 'speaker': 'Ed Gavagan', 'title': 'A story about knots and surgeons', 'duration': 741, 'slug': 'ed_gavagan_a_story_about_knots_and_surgeons', 'viewed_count': 924309}, {'id': 1790, 'hero': 'https://pe.tedcdn.com/images/ted/7e34a9ccd1180aff93ab629e43df9812fa21719d_1600x1200.jpg', 'speaker': 'Dong Woo Jang', 'title': 'The art of bow-making', 'duration': 508, 'slug': 'dong_woo_jang_the_art_of_bow_making', 'viewed_count': 2290452}]","['culture', 'demo', 'entertainment']",How to tie your shoes,"https://www.ted.com/talks/terry_moore_how_to_tie_your_shoes
",6263759
"At the end of our lives, what do we most wish for? For many, it's simply comfort, respect, love. BJ Miller is a hospice and palliative medicine physician who thinks deeply about how to create a dignified, graceful end of life for his patients. Take the time to savor this moving talk, which asks big questions about how we think on death and honor life.",1147,TED2015,1426809600,BJ Miller,BJ Miller: What really matters at the end of life,"[{'id': 1847, 'hero': 'https://pe.tedcdn.com/images/ted/6424d8b5b65f1ec11a5c05956186b4a39c77e207_1600x1200.jpg', 'speaker': 'Amanda Bennett', 'title': 'We need a heroic narrative for death', 'duration': 924, 'slug': 'amanda_bennett_a_heroic_narrative_for_letting_go', 'viewed_count': 986742}, {'id': 1891, 'hero': 'https://pe.tedcdn.com/images/ted/2c106addcfbfa8c7b3cf9f2c4ee88c52d9a515b2_1600x1200.jpg', 'speaker': 'Stephen Cave', 'title': 'The 4 stories we tell ourselves about death', 'duration': 933, 'slug': 'stephen_cave_the_4_stories_we_tell_ourselves_about_death', 'viewed_count': 2255048}, {'id': 2641, 'hero': 'https://pe.tedcdn.com/images/ted/1507ae44b56eb7027f0b2eb78244d76d1aa0f4d3_2880x1620.jpg', 'speaker': 'Elizabeth Lesser', 'title': 'Say your truths and seek them in others', 'duration': 944, 'slug': 'elizabeth_lesser_say_your_truths_and_seek_them_in_others', 'viewed_count': 1290057}, {'id': 1399, 'hero': 'https://pe.tedcdn.com/images/ted/5cf2df851704a237ec8c96e48e7962ac9471a878_2880x1620.jpg', 'speaker': 'Peter Saul', 'title': ""Let's talk about dying"", 'duration': 799, 'slug': 'peter_saul_let_s_talk_about_dying', 'viewed_count': 873247}, {'id': 2778, 'hero': 'https://pe.tedcdn.com/images/ted/d13cde084b20383f6de5a5e49f5ff459d3d05c88_2880x1620.jpg', 'speaker': 'Lucy Kalanithi', 'title': 'What makes life worth living in the face of death', 'duration': 969, 'slug': 'lucy_kalanithi_what_makes_life_worth_living_in_the_face_of_death', 'viewed_count': 1515518}, {'id': 2565, 'hero': 'https://pe.tedcdn.com/images/ted/cc76c8baab25c29431940509279697301a496eb5_2880x1620.jpg', 'speaker': 'Timothy Ihrig', 'title': 'What we can do to die well', 'duration': 812, 'slug': 'timothy_ihrig_what_we_can_do_to_die_well', 'viewed_count': 1279821}]","['death', 'global issues', 'health', 'health care', 'life', 'medicine']",What really matters at the end of life,"https://www.ted.com/talks/bj_miller_what_really_matters_at_the_end_of_life
",6214152
"Performer and web toymaker Ze Frank delivers a hilarious nerdcore standup routine, then tells us what he's seriously passionate about: helping people create and interact using simple, addictive web tools.",1136,TED2004,1077580800,Ze Frank,Ze Frank: Nerdcore comedy,"[{'id': 148, 'hero': 'https://pe.tedcdn.com/images/ted/2ee4ff57415326f5ba4de74807f891825e96c26e_1600x1200.jpg', 'speaker': 'Rives', 'title': 'The  4 a.m. mystery', 'duration': 552, 'slug': 'rives_on_4_a_m', 'viewed_count': 3387763}, {'id': 981, 'hero': 'https://pe.tedcdn.com/images/ted/207122_800x600.jpg', 'speaker': 'Ze Frank', 'title': 'My web playroom', 'duration': 1080, 'slug': 'ze_frank_s_web_playroom', 'viewed_count': 1876042}, {'id': 2049, 'hero': 'https://pe.tedcdn.com/images/ted/c2b614f6687170da113c70c7bb1cc4deb591b2d7_2880x1620.jpg', 'speaker': 'Ze Frank', 'title': 'Are you human?', 'duration': 274, 'slug': 'ze_frank_are_you_human', 'viewed_count': 4058081}, {'id': 2792, 'hero': 'https://pe.tedcdn.com/images/ted/5558298f5b2a0211b3c8de807b632ab2eca3d769_2880x1620.jpg', 'speaker': ' OK Go', 'title': 'How to find a wonderful idea', 'duration': 1055, 'slug': 'ok_go_how_to_find_a_wonderful_idea', 'viewed_count': 1492487}, {'id': 1152, 'hero': 'https://pe.tedcdn.com/images/ted/1c3f327a456360b2846b9ee8f15788ef99f93dd8_800x600.jpg', 'speaker': 'Aaron Koblin', 'title': 'Visualizing ourselves ... with crowd-sourced data', 'duration': 1098, 'slug': 'aaron_koblin', 'viewed_count': 1474174}, {'id': 2838, 'hero': 'https://pe.tedcdn.com/images/ted/5b15e7da00df0758c3a5df3c7bf6df761bf8c83f_2880x1620.jpg', 'speaker': 'Jack Conte', 'title': 'How artists can (finally) get paid in the digital age ', 'duration': 631, 'slug': 'jack_conte_how_artists_can_finally_get_paid_in_the_digital_age', 'viewed_count': 732720}]","['collaboration', 'comedy', 'community', 'culture', 'dance', 'demo', 'entertainment', 'humor', 'performance', 'software']",Nerdcore comedy,"https://www.ted.com/talks/ze_frank_s_nerdcore_comedy
",6141440
"When game designer Jane McGonigal found herself bedridden and suicidal following a severe concussion, she had a fascinating idea for how to get better. She dove into the scientific research and created the healing game, SuperBetter. In this moving talk, McGonigal explains how a game can boost resilience -- and promises to add 7.5 minutes to your life.",1170,TEDGlobal 2012,1340841600,Jane McGonigal,Jane McGonigal: The game that can give you 10 extra years of life,"[{'id': 799, 'hero': 'https://pe.tedcdn.com/images/ted/73dc8433e98af1f411dc3f304a5ec3532b7319c9_1600x1200.jpg', 'speaker': 'Jane McGonigal', 'title': 'Gaming can make a better world', 'duration': 1203, 'slug': 'jane_mcgonigal_gaming_can_make_a_better_world', 'viewed_count': 4573325}, {'id': 1432, 'hero': 'https://pe.tedcdn.com/images/ted/f359cb0188aa8a77aec3b15794af50f638c6eb32_2880x1620.jpg', 'speaker': 'Brenda Romero', 'title': 'Gaming for understanding', 'duration': 563, 'slug': 'brenda_brathwaite_gaming_for_understanding', 'viewed_count': 490094}, {'id': 1278, 'hero': 'https://pe.tedcdn.com/images/ted/4239ae357981cb7788fe8562d05cf800640a2b32_800x600.jpg', 'speaker': 'Gabe Zichermann', 'title': 'How games make kids smarter', 'duration': 978, 'slug': 'gabe_zichermann_how_games_make_kids_smarter', 'viewed_count': 438390}, {'id': 936, 'hero': 'https://pe.tedcdn.com/images/ted/db7f713e0ddabb5c087b114ef3dd991247855bfe_1600x1200.jpg', 'speaker': 'Seth Priebatsch', 'title': 'The game layer on top of the world', 'duration': 722, 'slug': 'seth_priebatsch_the_game_layer_on_top_of_the_world', 'viewed_count': 816023}, {'id': 1618, 'hero': 'https://pe.tedcdn.com/images/ted/4fb87a3ff55d4cfed46fea777350f350e538484d_2880x1620.jpg', 'speaker': 'Daphne Bavelier', 'title': 'Your brain on video games', 'duration': 1077, 'slug': 'daphne_bavelier_your_brain_on_video_games', 'viewed_count': 4682458}, {'id': 361, 'hero': 'https://pe.tedcdn.com/images/ted/a158433ce985ba2e02f962989c5bcc7a639d75d4_1600x1200.jpg', 'speaker': 'David Perry', 'title': 'Are games better than life?', 'duration': 1266, 'slug': 'david_perry_on_videogames', 'viewed_count': 1084659}]","['aging', 'body language', 'cognitive science', 'compassion', 'entertainment', 'gaming', 'happiness', 'health', 'health care', 'illness', 'life', 'medicine', 'mind', 'motivation', 'neuroscience', 'philosophy', 'psychology', 'science', 'self', 'social change', 'social media', 'technology']",The game that can give you 10 extra years of life,"https://www.ted.com/talks/jane_mcgonigal_the_game_that_can_give_you_10_extra_years_of_life
",6141140
"Image-maker Alexander Tsiaras shares a powerful medical visualization, showing human development from conception to birth and beyond. (Some graphic images.)",577,INK Conference,1291248000,Alexander Tsiaras,Alexander Tsiaras: Conception to birth -- visualized,"[{'id': 147, 'hero': 'https://pe.tedcdn.com/images/ted/13343_480x360.jpg', 'speaker': 'David Bolinsky', 'title': 'Visualizing the wonder of a living cell', 'duration': 585, 'slug': 'david_bolinsky_animates_a_cell', 'viewed_count': 1788233}, {'id': 320, 'hero': 'https://pe.tedcdn.com/images/ted/49376_480x360.jpg', 'speaker': 'Kwabena Boahen', 'title': 'A computer that works like the brain', 'duration': 982, 'slug': 'kwabena_boahen_on_a_computer_that_works_like_the_brain', 'viewed_count': 580310}, {'id': 1057, 'hero': 'https://pe.tedcdn.com/images/ted/b5dfadb0dfdfb64ffa70aea2837f8937062ad8eb_800x600.jpg', 'speaker': 'Anders Ynnerman', 'title': 'Visualizing the medical data explosion', 'duration': 996, 'slug': 'anders_ynnerman_visualizing_the_medical_data_explosion', 'viewed_count': 463367}, {'id': 1289, 'hero': 'https://pe.tedcdn.com/images/ted/58dfa89d21c1ed1905337683073cfe355f758ffa_800x600.jpg', 'speaker': 'Annie Murphy Paul', 'title': ""What we learn before we're born"", 'duration': 1006, 'slug': 'annie_murphy_paul_what_we_learn_before_we_re_born', 'viewed_count': 1757711}, {'id': 2492, 'hero': 'https://pe.tedcdn.com/images/ted/a10f09df6fcd37ad053282cf30ae0c71f5175627_2880x1620.jpg', 'speaker': 'Sarah Gray', 'title': ""How my son's short life made a lasting difference"", 'duration': 617, 'slug': 'sarah_gray_how_my_son_s_short_life_made_a_lasting_difference', 'viewed_count': 1431239}, {'id': 1468, 'hero': 'https://pe.tedcdn.com/images/ted/f56ce0ad52aff2c1ec737ebe2ddd5ff601ddbb72_800x600.jpg', 'speaker': 'Diane Kelly', 'title': ""What we didn't know about penis anatomy"", 'duration': 680, 'slug': 'diane_kelly_what_we_didn_t_know_about_penis_anatomy', 'viewed_count': 3886035}]","['Human body', 'biotech', 'design', 'medical imaging', 'medical research', 'physiology', 'pregnancy', 'science', 'science and art', 'visualizations']",Conception to birth -- visualized,"https://www.ted.com/talks/alexander_tsiaras_conception_to_birth_visualized
",6064898
"In this funny and blunt talk, Larry Smith pulls no punches when he calls out the absurd excuses people invent when they fail to pursue their passions.",915,TEDxUW,1321056000,Larry Smith,Larry Smith: Why you will fail to have a great career,"[{'id': 1126, 'hero': 'https://pe.tedcdn.com/images/ted/7191b7ea9a74718a95c3de3f187067b1ae879c00_1600x1200.jpg', 'speaker': 'Kathryn Schulz', 'title': 'On being wrong', 'duration': 1071, 'slug': 'kathryn_schulz_on_being_wrong', 'viewed_count': 3976365}, {'id': 605, 'hero': 'https://pe.tedcdn.com/images/ted/f54b234d7b2f1ede4837bf2a0bf01e325bbcc6e6_1600x1200.jpg', 'speaker': 'Alain de Botton', 'title': 'A kinder, gentler philosophy of success', 'duration': 1011, 'slug': 'alain_de_botton_a_kinder_gentler_philosophy_of_success', 'viewed_count': 5790794}, {'id': 947, 'hero': 'https://pe.tedcdn.com/images/ted/195575_800x600.jpg', 'speaker': 'Derek Sivers', 'title': 'Keep your goals to yourself', 'duration': 195, 'slug': 'derek_sivers_keep_your_goals_to_yourself', 'viewed_count': 4657876}, {'id': 2582, 'hero': 'https://pe.tedcdn.com/images/ted/4625b60cd96ff84eb4329fd932500ff755b884b1_2880x1620.jpg', 'speaker': 'Julie Lythcott-Haims', 'title': 'How to raise successful kids -- without over-parenting', 'duration': 856, 'slug': 'julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting', 'viewed_count': 2602913}, {'id': 2341, 'hero': 'https://pe.tedcdn.com/images/ted/11e3541d75d4afba6badc2c3c058b8cb4bfe5863_2880x1620.jpg', 'speaker': 'Emilie Wapnick', 'title': ""Why some of us don't have one true calling"", 'duration': 746, 'slug': 'emilie_wapnick_why_some_of_us_don_t_have_one_true_calling', 'viewed_count': 4456098}, {'id': 1732, 'hero': 'https://pe.tedcdn.com/images/ted/3c01ad67e5062e6fe35c36a12ac28fce058b3eba_1600x1200.jpg', 'speaker': 'Geoffrey Canada', 'title': 'Our failing schools. Enough is enough!', 'duration': 1027, 'slug': 'geoffrey_canada_our_failing_schools_enough_is_enough', 'viewed_count': 1786944}]","['TEDx', 'business', 'failure', 'goal-setting', 'happiness', 'success']",Why you will fail to have a great career,"https://www.ted.com/talks/larry_smith_why_you_will_fail_to_have_a_great_career
",5917201
"The one thing all humans have in common is that each of us wants to be happy, says Brother David Steindl-Rast, a monk and interfaith scholar. And happiness, he suggests, is born from gratitude. An inspiring lesson in slowing down, looking where you’re going, and above all, being grateful.",870,TEDGlobal 2013,1372118400,David Steindl-Rast,David Steindl-Rast: Want to be happy? Be grateful,"[{'id': 1283, 'hero': 'https://pe.tedcdn.com/images/ted/fef2e4d06e1b977f561c91b04668b16280292e6c_800x600.jpg', 'speaker': 'Louie Schwartzberg', 'title': 'Nature. Beauty. Gratitude.', 'duration': 587, 'slug': 'louie_schwartzberg_nature_beauty_gratitude', 'viewed_count': 3658173}, {'id': 191, 'hero': 'https://pe.tedcdn.com/images/ted/71aec3246b3aebe6d284668935080bda4fa8b41a_1600x1200.jpg', 'speaker': 'Matthieu Ricard', 'title': 'The habits of happiness', 'duration': 1254, 'slug': 'matthieu_ricard_on_the_habits_of_happiness', 'viewed_count': 7272138}, {'id': 71, 'hero': 'https://pe.tedcdn.com/images/ted/229_480x360.jpg', 'speaker': 'Rick Warren', 'title': 'A life of purpose', 'duration': 1262, 'slug': 'rick_warren_on_a_life_of_purpose', 'viewed_count': 3096144}, {'id': 1607, 'hero': 'https://pe.tedcdn.com/images/ted/2ff7ff0cde75d2a906557697701d2cf714763984_1600x1200.jpg', 'speaker': 'Matt Killingsworth', 'title': 'Want to be happier? Stay in the moment', 'duration': 616, 'slug': 'matt_killingsworth_want_to_be_happier_stay_in_the_moment', 'viewed_count': 2723957}, {'id': 97, 'hero': 'https://pe.tedcdn.com/images/ted/016a827cc0757092a0439ab2a63feca8655b6c29_1600x1200.jpg', 'speaker': 'Dan Gilbert', 'title': 'The surprising science of happiness', 'duration': 1276, 'slug': 'dan_gilbert_asks_why_are_we_happy', 'viewed_count': 14689988}, {'id': 570, 'hero': 'https://pe.tedcdn.com/images/ted/227eb8797d02a761179cad69072672210781a69c_2880x1620.jpg', 'speaker': 'Nancy Etcoff', 'title': 'Happiness and its surprises', 'duration': 1185, 'slug': 'nancy_etcoff_on_happiness_and_why_we_want_it', 'viewed_count': 1587963}]","['culture', 'faith', 'happiness']",Want to be happy? Be grateful,"https://www.ted.com/talks/david_steindl_rast_want_to_be_happy_be_grateful
",5893321
"Philip Zimbardo knows how easy it is for nice people to turn bad. In this talk, he shares insights and graphic unseen photos from the Abu Ghraib trials. Then he talks about the flip side: how easy it is to be a hero, and how we can rise to the challenge.",1396,TED2008,1201910400,Philip Zimbardo,Philip Zimbardo: The psychology of evil,"[{'id': 163, 'hero': 'https://pe.tedcdn.com/images/ted/2cc6d3a7f29dff9bb21d734f462bb07e8457a2ca_1600x1200.jpg', 'speaker': 'Steven Pinker', 'title': 'The surprising decline in violence', 'duration': 1155, 'slug': 'steven_pinker_on_the_myth_of_violence', 'viewed_count': 2063394}, {'id': 97, 'hero': 'https://pe.tedcdn.com/images/ted/016a827cc0757092a0439ab2a63feca8655b6c29_1600x1200.jpg', 'speaker': 'Dan Gilbert', 'title': 'The surprising science of happiness', 'duration': 1276, 'slug': 'dan_gilbert_asks_why_are_we_happy', 'viewed_count': 14689415}, {'id': 68, 'hero': 'https://pe.tedcdn.com/images/ted/714735a4fcc8eccc6c86beba28fdee415e02628f_2880x1620.jpg', 'speaker': 'Robert Wright', 'title': 'Progress is not a zero-sum game', 'duration': 1151, 'slug': 'robert_wright_on_optimism', 'viewed_count': 1090217}, {'id': 2794, 'hero': 'https://pe.tedcdn.com/images/ted/9e09d0fa896ca879988163bbb2f490109dac3d2f_2880x1620.jpg', 'speaker': 'Marlon Peterson', 'title': 'Am I not human? A call for criminal justice reform', 'duration': 452, 'slug': 'marlon_peterson_am_i_not_human_a_call_for_criminal_justice_reform', 'viewed_count': 957168}, {'id': 2057, 'hero': 'https://pe.tedcdn.com/images/ted/69e4f4f5e656aa0f9d1ea4ab6accd8a7fd05b2a7_2400x1800.jpg', 'speaker': 'Dan Pacholke', 'title': 'How prisons can help inmates live meaningful lives', 'duration': 632, 'slug': 'dan_pacholke_how_prisons_can_help_inmates_live_meaningful_lives', 'viewed_count': 812949}, {'id': 2537, 'hero': 'https://pe.tedcdn.com/images/ted/2d5831ad6f551dc68e8536fedb1157ce12c83037_2880x1620.jpg', 'speaker': 'Julia Galef', 'title': ""Why you think you're right -- even if you're wrong"", 'duration': 697, 'slug': 'julia_galef_why_you_think_you_re_right_even_if_you_re_wrong', 'viewed_count': 3210809}]","['children', 'crime', 'culture', 'education', 'evil', 'global issues', 'peace', 'prison', 'psychology']",The psychology of evil,"https://www.ted.com/talks/philip_zimbardo_on_the_psychology_of_evil
",5842377
"Alain de Botton examines our ideas of success and failure -- and questions the assumptions underlying these two judgments. Is success always earned? Is failure? He makes an eloquent, witty case to move beyond snobbery to find true pleasure in our work.",1011,TEDGlobal 2009,1248134400,Alain de Botton,"Alain de Botton: A kinder, gentler philosophy of success","[{'id': 453, 'hero': 'https://pe.tedcdn.com/images/ted/f2f6d094758c36a61b3ee7992a9b197eb4c07979_2880x1620.jpg', 'speaker': 'Elizabeth Gilbert', 'title': 'Your elusive creative genius', 'duration': 1149, 'slug': 'elizabeth_gilbert_on_genius', 'viewed_count': 13155523}, {'id': 70, 'hero': 'https://pe.tedcdn.com/images/ted/6c8c4b562ae7b0a7f5b140e2db1f7588861a6565_1600x1200.jpg', 'speaker': 'Richard St. John', 'title': '8 secrets of success', 'duration': 210, 'slug': 'richard_st_john_s_8_secrets_of_success', 'viewed_count': 10841433}, {'id': 97, 'hero': 'https://pe.tedcdn.com/images/ted/016a827cc0757092a0439ab2a63feca8655b6c29_1600x1200.jpg', 'speaker': 'Dan Gilbert', 'title': 'The surprising science of happiness', 'duration': 1276, 'slug': 'dan_gilbert_asks_why_are_we_happy', 'viewed_count': 14689481}, {'id': 2801, 'hero': 'https://pe.tedcdn.com/images/ted/ee78ab38fb4f23e29fbae7dfd3e89de2082ccaf7_2880x1620.jpg', 'speaker': 'Anne Lamott', 'title': '12 truths I learned from life and writing', 'duration': 955, 'slug': 'anne_lamott_12_truths_i_learned_from_life_and_writing', 'viewed_count': 1888966}, {'id': 2728, 'hero': 'https://pe.tedcdn.com/images/ted/cb2a82558d31158734d32afe88cd25226332a966_2880x1620.jpg', 'speaker': 'Ari Wallach', 'title': '3 ways to plan for the (very) long term', 'duration': 822, 'slug': 'ari_wallach_3_ways_to_plan_for_the_very_long_term', 'viewed_count': 1593127}, {'id': 2341, 'hero': 'https://pe.tedcdn.com/images/ted/11e3541d75d4afba6badc2c3c058b8cb4bfe5863_2880x1620.jpg', 'speaker': 'Emilie Wapnick', 'title': ""Why some of us don't have one true calling"", 'duration': 746, 'slug': 'emilie_wapnick_why_some_of_us_don_t_have_one_true_calling', 'viewed_count': 4456005}]","['culture', 'philosophy', 'success', 'work', 'work-life balance']","A kinder, gentler philosophy of success","https://www.ted.com/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success
",5790615
"It happens to all of us: you unsubscribe from an unwanted marketing email, and a few days later another message from the same company pops up in your inbox. Comedian James Veitch turned this frustration into whimsy when a local supermarket refused to take no for an answer. Hijinks ensued.",460,TEDSummit,1467158400,James Veitch,James Veitch: The agony of trying to unsubscribe,"[{'id': 2458, 'hero': 'https://pe.tedcdn.com/images/ted/4d10247c2b89098e6f7103065276923e9432e914_2880x1620.jpg', 'speaker': 'Tim Urban', 'title': 'Inside the mind of a master procrastinator', 'duration': 843, 'slug': 'tim_urban_inside_the_mind_of_a_master_procrastinator', 'viewed_count': 14745527}, {'id': 2521, 'hero': 'https://pe.tedcdn.com/images/ted/d097405f3c7b7f0f5b0d4b2941cc0d1c291a034e_2880x1620.jpg', 'speaker': 'Negin Farsad', 'title': 'A highly scientific taxonomy of haters', 'duration': 485, 'slug': 'negin_farsad_a_highly_scientific_taxonomy_of_haters', 'viewed_count': 1225720}, {'id': 2405, 'hero': 'https://pe.tedcdn.com/images/ted/c82a2f0362fa027746e15d11b85e0004549ecd7d_2880x1620.jpg', 'speaker': 'James Veitch', 'title': 'This is what happens when you reply to spam email', 'duration': 588, 'slug': 'james_veitch_this_is_what_happens_when_you_reply_to_spam_email', 'viewed_count': 20476037}, {'id': 2815, 'hero': 'https://pe.tedcdn.com/images/ted/e13bd322d1fc07157ed4524a0fd4715d8f39e25c_2880x1620.jpg', 'speaker': 'Adam Alter', 'title': 'Why our screens make us less happy', 'duration': 569, 'slug': 'adam_alter_why_our_screens_make_us_less_happy', 'viewed_count': 1858621}, {'id': 1724, 'hero': 'https://pe.tedcdn.com/images/ted/4165fdc540500a47d00915eb53de831abd15dd3b_1600x1200.jpg', 'speaker': 'Jennifer Healey', 'title': 'If cars could talk, accidents might be avoidable', 'duration': 540, 'slug': 'jennifer_healey_if_cars_could_talk_accidents_might_be_avoidable', 'viewed_count': 814622}, {'id': 1833, 'hero': 'https://pe.tedcdn.com/images/ted/337743d27766638ba412c813c76cf8259556e1a5_1600x1200.jpg', 'speaker': 'Amy Webb', 'title': 'How I hacked online dating', 'duration': 1047, 'slug': 'amy_webb_how_i_hacked_online_dating', 'viewed_count': 6298727}]","['business', 'comedy', 'communication', 'humor', 'technology']",The agony of trying to unsubscribe,"https://www.ted.com/talks/james_veitch_the_agony_of_trying_to_unsubscribe
",5711833
